measurement_no,specimen_no,record_type,n_measured,position,measurement_type,average,min,max
79924,41465,mea,1,,length,12.8,,
79925,41466,mea,1,,width,11.8,,
79926,41466,mea,1,,length,9.4,,
79927,41467,mea,1,,width,14.6,,
79928,41467,mea,1,,length,11,,
79929,41468,mea,1,,width,13.6,,
79930,41468,mea,1,,length,10.4,,
79931,41469,mea,1,,width,12.1,,
79932,41469,mea,1,,length,11,,
79933,41470,mea,1,,width,19.4,,
79934,41470,mea,1,,length,13.7,,
79935,41471,mea,1,,width,21,,
79936,41471,mea,1,,length,17,,
81801,41471,mea,1,,height,10.5,,
79937,41472,mea,1,,width,27,,
79938,41472,mea,1,,length,21.4,,
79939,41473,mea,1,,width,58.7,,
79940,41473,mea,1,,length,28.6,,
79941,41474,mea,1,,width,38.7,,
79942,41474,mea,1,,length,33.5,,
79943,41475,mea,1,,width,58.4,,
79944,41475,mea,1,,length,34.2,,
79945,41476,mea,1,,width,54,,
79946,41476,mea,1,,length,32,,
79947,41477,mea,1,,width,23.9,,
79948,41477,mea,1,,length,18.4,,
79949,41478,mea,1,,width,57.6,,
79950,41478,mea,1,,length,43.2,,
79951,41479,mea,1,,width,31,,
79952,41479,mea,1,,length,18.8,,
79953,41480,mea,1,,width,30,,
79954,41480,mea,1,,length,25,,
79955,41481,mea,1,,width,20.4,,
79956,41481,mea,1,,length,14.5,,
81818,41481,mea,1,,height,16.7,,
79957,41482,mea,1,,width,49.3,,
79958,41482,mea,1,,length,22.9,,
79959,41483,mea,1,,width,69.7,,
79960,41483,mea,1,,length,43,,
80087,41526,mea,1,,width,46.3,,
80088,41526,mea,1,,length,42,,
80089,41527,mea,1,,width,45,,
80090,41527,mea,1,,length,54.3,,
80091,41527,mea,1,,height,35,,
80092,41528,mea,1,,width,42,,
80093,41528,mea,1,,length,47,,
80133,41542,mea,1,,width,48,,
80134,41542,mea,1,,length,44.5,,
80135,41543,mea,1,,width,43.3,,
80136,41543,mea,1,,length,46.1,,
80137,41544,mea,1,,width,39.2,,
80138,41544,mea,1,,length,55.5,,
80139,41544,mea,1,,height,53.6,,
80140,41545,mea,1,,width,53.8,,
80141,41545,mea,1,,length,52.7,,
80247,41581,mea,1,,width,18.2,,
80248,41581,mea,1,,length,13.2,,
80249,41582,mea,1,,width,15.2,,
80250,41582,mea,1,,length,14.1,,
80251,41583,mea,1,,width,31.9,,
80252,41583,mea,1,,length,38.9,,
80409,41636,mea,1,,width,96,,
80410,41636,mea,1,,length,46.1,,
80411,41636,mea,1,,height,44,,
80534,41702,mea,1,,width,8,,
80535,41702,mea,1,,diameter,27,,
230999,41702,mea,1,,height,9,,
231000,41702,mea,1,,inflation,12,,
80536,41703,mea,1,,width,9,,
80537,41703,mea,1,,diameter,26.3,,
231001,41703,mea,1,,height,8.5,,
231002,41703,mea,1,,inflation,11,,
80538,41704,mea,1,,width,8.1,,
80539,41704,mea,1,,diameter,23.1,,
231003,41704,mea,1,,height,9,,
231004,41704,mea,1,,inflation,7.8,,
80540,41705,mea,1,,width,7,,
80541,41705,mea,1,,diameter,23,,
231005,41705,mea,1,,height,7.4,,
231006,41705,mea,1,,inflation,10.4,,
80542,41706,mea,1,,width,7.3,,
80543,41706,mea,1,,diameter,21.3,,
231007,41706,mea,1,,height,7.8,,
231008,41706,mea,1,,inflation,8.4,,
80544,41707,mea,1,,width,8.5,,
80545,41707,mea,1,,diameter,21.3,,
231009,41707,mea,1,,height,7.6,,
231010,41707,mea,1,,inflation,8.8,,
80546,41708,mea,1,,width,13,,
80547,41708,mea,1,,diameter,45,,
231011,41708,mea,1,,height,13.2,,
231012,41708,mea,1,,inflation,19.8,,
80548,41709,mea,1,,width,10,,
80549,41709,mea,1,,diameter,44.5,,
231013,41709,mea,1,,height,15,,
231014,41709,mea,1,,inflation,18,,
80550,41710,mea,1,,width,9.1,,
80551,41710,mea,1,,diameter,34.3,,
231015,41710,mea,1,,height,12.1,,
231016,41710,mea,1,,inflation,13,,
80552,41711,mea,1,,width,7.5,,
80553,41711,mea,1,,diameter,35.3,,
231017,41711,mea,1,,height,10,,
231018,41711,mea,1,,inflation,17.7,,
80554,41712,mea,1,,width,12,,
80555,41712,mea,1,,diameter,52.3,,
231019,41712,mea,1,,height,14,,
231020,41712,mea,1,,inflation,27.9,,
80556,41713,mea,1,,width,13.4,,
80557,41713,mea,1,,diameter,62.4,,
231021,41713,mea,1,,height,17.5,,
231022,41713,mea,1,,inflation,30.2,,
80558,41714,mea,1,,width,10,,
80559,41714,mea,1,,diameter,50,,
231023,41714,mea,1,,height,12.2,,
231024,41714,mea,1,,inflation,25.8,,
80560,41715,mea,1,,width,10.4,,
80561,41715,mea,1,,diameter,32,,
231025,41715,mea,1,,height,7.1,,
231026,41715,mea,1,,inflation,18.7,,
80562,41716,mea,1,,width,7.9,,
80563,41716,mea,1,,diameter,36,,
231027,41716,mea,1,,height,9.2,,
231028,41716,mea,1,,inflation,20.5,,
80564,41717,mea,1,,width,8.2,,
80565,41717,mea,1,,diameter,38,,
231029,41717,mea,1,,height,11,,
231030,41717,mea,1,,inflation,23,,
80566,41718,mea,1,,width,8,,
80567,41718,mea,1,,diameter,37.8,,
231031,41718,mea,1,,height,9,,
231032,41718,mea,1,,inflation,22.1,,
80568,41719,mea,1,,width,6.4,,
80569,41719,mea,1,,diameter,32,,
231033,41719,mea,1,,height,6.9,,
231034,41719,mea,1,,inflation,17,,
80570,41720,mea,1,,width,15.5,,
80571,41720,mea,1,,diameter,84,,
231035,41720,mea,1,,height,24.5,,
231036,41720,mea,1,,inflation,40,,
80572,41721,mea,1,,width,13,,
80573,41721,mea,1,,diameter,67,,
231037,41721,mea,1,,height,17,,
231038,41721,mea,1,,inflation,35.5,,
80574,41722,mea,1,,width,11.5,,
80575,41722,mea,1,,diameter,56.1,,
231039,41722,mea,1,,height,15,,
231040,41722,mea,1,,inflation,29.8,,
80576,41723,mea,1,,width,10.1,,
80577,41723,mea,1,,diameter,45,,
231041,41723,mea,1,,height,13.5,,
231042,41723,mea,1,,inflation,23,,
80578,41724,mea,1,,width,8.5,,
80579,41724,mea,1,,diameter,39.3,,
231043,41724,mea,1,,height,11,,
231044,41724,mea,1,,inflation,20.5,,
80580,41725,mea,1,,width,7,,
80581,41725,mea,1,,diameter,31.5,,
231045,41725,mea,1,,height,9.5,,
231046,41725,mea,1,,inflation,13.8,,
80582,41726,mea,1,,diameter,59,,
231047,41726,mea,1,,height,14,,
231048,41726,mea,1,,inflation,29,,
80583,41727,mea,1,,width,8.5,,
80584,41727,mea,1,,diameter,49,,
231049,41727,mea,1,,height,10.5,,
231050,41727,mea,1,,inflation,21,,
80585,41728,mea,1,,diameter,27,,
231051,41728,mea,1,,height,7.6,,
231052,41728,mea,1,,inflation,12.8,,
80586,41729,mea,1,,width,10.1,,
80587,41729,mea,1,,diameter,43.8,,
231053,41729,mea,1,,height,12,,
231054,41729,mea,1,,inflation,23,,
80588,41730,mea,1,,width,8.6,,
80589,41730,mea,1,,diameter,37,,
231055,41730,mea,1,,height,10.5,,
231056,41730,mea,1,,inflation,17,,
80590,41731,mea,1,,width,7,,
80591,41731,mea,1,,diameter,38.4,,
231057,41731,mea,1,,height,10.2,,
231058,41731,mea,1,,inflation,19.8,,
80592,41732,mea,1,,width,15,,
80593,41732,mea,1,,diameter,49,,
231059,41732,mea,1,,height,16,,
231060,41732,mea,1,,inflation,20.1,,
80594,41733,mea,1,,width,7.8,,
80595,41733,mea,1,,diameter,28.1,,
231065,41733,mea,1,,height,10.3,,
231066,41733,mea,1,,inflation,10.8,,
80596,41734,mea,1,,width,7.6,,
80597,41734,mea,1,,diameter,26,,
231067,41734,mea,1,,height,9,,
231068,41734,mea,1,,inflation,10.2,,
80598,41735,mea,1,,width,6.5,,
80599,41735,mea,1,,diameter,23.8,,
231069,41735,mea,1,,height,8.5,,
231070,41735,mea,1,,inflation,9,,
80600,41736,mea,1,,width,6.5,,
80601,41736,mea,1,,diameter,20.2,,
231071,41736,mea,1,,height,7,,
231072,41736,mea,1,,inflation,7.9,,
80602,41737,mea,1,,width,7.1,,
80603,41737,mea,1,,diameter,23,,
231073,41737,mea,1,,height,8.4,,
231074,41737,mea,1,,inflation,8.2,,
80604,41738,mea,1,,width,5.8,,
80605,41738,mea,1,,diameter,15.9,,
231075,41738,mea,1,,height,6.3,,
231076,41738,mea,1,,inflation,5.2,,
80606,41739,mea,1,,width,12.5,,
80607,41739,mea,1,,diameter,52,,
231081,41739,mea,1,,height,15.8,,
231082,41739,mea,1,,inflation,26,,
80608,41740,mea,1,,diameter,44.2,,
231077,41740,mea,1,,height,15.3,,
231078,41740,mea,1,,inflation,20.5,,
80609,41741,mea,1,,width,7.9,,
80610,41741,mea,1,,diameter,22.1,,
231079,41741,mea,1,,height,7.8,,
231080,41741,mea,1,,inflation,9.7,,
80611,41742,mea,1,,width,10,,
80612,41742,mea,1,,diameter,33,,
231083,41742,mea,1,,height,10.5,,
231084,41742,mea,1,,inflation,15.6,,
80613,41743,mea,1,,width,12,,
80614,41743,mea,1,,diameter,42,,
231061,41743,mea,1,,height,13.1,,
231062,41743,mea,1,,inflation,18.7,,
80615,41744,mea,1,,width,11.5,,
80616,41744,mea,1,,diameter,38.5,,
231063,41744,mea,1,,height,12.5,,
231064,41744,mea,1,,inflation,17.7,,
80617,41745,mea,1,,width,23.5,,
80618,41745,mea,1,,diameter,57.5,,
231085,41745,mea,1,,height,14.5,,
231086,41745,mea,1,,inflation,32,,
80619,41746,mea,1,,width,22,,
80620,41746,mea,1,,diameter,52,,
231087,41746,mea,1,,height,15,,
231088,41746,mea,1,,inflation,26,,
80621,41747,mea,1,,diameter,47,,
231089,41747,mea,1,,height,14,,
231090,41747,mea,1,,inflation,22.5,,
80622,41748,mea,1,,width,16,,
80623,41748,mea,1,,diameter,49,,
231091,41748,mea,1,,height,16,,
231092,41748,mea,1,,inflation,23,,
80624,41749,mea,1,,diameter,38.5,,
231095,41749,mea,1,,height,13.6,,
231096,41749,mea,1,,inflation,17.2,,
80625,41750,mea,1,,width,10.2,,
80626,41750,mea,1,,diameter,32.5,,
231093,41750,mea,1,,height,10.2,,
231094,41750,mea,1,,inflation,16.6,,
80627,41751,mea,1,,width,8.8,,
80628,41751,mea,1,,diameter,31.2,,
231097,41751,mea,1,,height,8.8,,
231098,41751,mea,1,,inflation,15.4,,
80629,41752,mea,1,,diameter,51.5,,
231099,41752,mea,1,,height,16,,
231100,41752,mea,1,,inflation,27.5,,
80630,41753,mea,1,,diameter,42,,
231101,41753,mea,1,,height,14.7,,
231102,41753,mea,1,,inflation,20,,
80631,41754,mea,1,,width,12.5,,
80632,41754,mea,1,,diameter,30.3,,
231103,41754,mea,1,,height,9.2,,
231104,41754,mea,1,,inflation,13.1,,
80633,41755,mea,1,,width,11.3,,
80634,41755,mea,1,,diameter,25,,
231105,41755,mea,1,,height,8.2,,
231106,41755,mea,1,,inflation,10.2,,
80635,41756,mea,1,,width,14,,
80636,41756,mea,1,,diameter,30.5,,
231107,41756,mea,1,,height,9.6,,
231108,41756,mea,1,,inflation,13.2,,
80637,41757,mea,1,,width,10.5,,
80638,41757,mea,1,,diameter,24,,
231109,41757,mea,1,,height,8.5,,
231110,41757,mea,1,,inflation,10.5,,
80639,41758,mea,1,,width,20.5,,
80640,41758,mea,1,,length,37,,
80641,41759,mea,1,,length,31.75,,
80642,41760,mea,1,,length,28.5,,
80643,41761,mea,1,,width,9,,
80644,41761,mea,1,,length,21,,
80645,41762,mea,1,,width,14.3,,
80646,41762,mea,1,,length,25,,
80647,41763,mea,1,,length,14,,
80648,41764,mea,1,,width,11.25,,
80649,41764,mea,1,,length,13.65,,
80650,41765,mea,1,,width,9.5,,
80651,41765,mea,1,,length,15.75,,
80692,41780,mea,1,,width,4.8,,
80693,41780,mea,1,,length,8.8,,
80694,41781,mea,1,,length,7.2,,
80703,41787,mea,1,,width,6.5,,
80704,41787,mea,1,,length,14,,
80705,41788,mea,1,,length,12,,
80712,41793,mea,1,,width,2.85,,
80713,41793,mea,1,,length,7.15,,
80714,41794,mea,1,,length,5.5,,
80718,41797,mea,1,,length,4.5,,
80719,41798,mea,1,,length,8,,
80798,41832,mea,1,,width,18,,
80799,41832,mea,1,,length,15.4,,
80800,41833,mea,1,,width,28,,
80801,41833,mea,1,,length,25,,
80802,41834,mea,1,,width,43.5,,
80803,41834,mea,1,,length,21.6,,
80804,41835,mea,1,,width,25.7,,
80805,41835,mea,1,,length,22.4,,
80806,41836,mea,1,,width,29.8,,
80807,41836,mea,1,,length,22.3,,
80808,41837,mea,1,,width,35.3,,
80809,41837,mea,1,,length,29.6,,
80810,41838,mea,1,,width,42.4,,
80811,41838,mea,1,,length,28.4,,
80812,41839,mea,1,,width,25.4,,
80813,41839,mea,1,,length,21.5,,
80814,41840,mea,1,,width,40.4,,
80815,41840,mea,1,,length,28.3,,
80816,41841,mea,1,,width,45.6,,
80817,41841,mea,1,,length,30.6,,
80818,41842,mea,1,,width,37.4,,
80819,41842,mea,1,,length,30,,
80820,41843,mea,1,,width,47.2,,
80821,41843,mea,1,,length,35.9,,
80824,41845,mea,1,,width,22.4,,
80825,41845,mea,1,,length,18.8,,
80836,41851,mea,1,,width,53.3,,
80837,41851,mea,1,,length,28.9,,
80838,41852,mea,1,,width,51,,
80839,41852,mea,1,,length,48.2,,
80840,41853,mea,1,,width,11.5,,
80841,41853,mea,1,,length,10.8,,
81802,41853,mea,1,,height,5.7,,
80842,41854,mea,1,,width,25.8,,
80843,41854,mea,1,,length,20.7,,
80844,41855,mea,1,,width,17,,
80845,41855,mea,1,,length,12.9,,
80846,41856,mea,1,,width,32,,
80847,41856,mea,1,,length,17.8,,
80848,41857,mea,1,,width,23.2,,
80849,41857,mea,1,,length,15.8,,
80850,41858,mea,1,,width,18.8,,
80851,41858,mea,1,,length,15.6,,
80852,41859,mea,1,,width,10.2,,
80853,41859,mea,1,,length,8.7,,
80854,41860,mea,1,,width,9.4,,
80855,41860,mea,1,,length,8.2,,
80856,41861,mea,1,,width,9.1,,
80857,41861,mea,1,,length,7,,
81819,41861,mea,1,,height,5.5,,
80858,41862,mea,1,,width,10.1,,
80859,41862,mea,1,,length,7.5,,
80860,41863,mea,1,,width,11.8,,
80861,41863,mea,1,,length,8.9,,
81820,41863,mea,1,,height,5.9,,
80862,41864,mea,1,,width,10.3,,
80863,41864,mea,1,,length,7.8,,
80864,41865,mea,1,,width,22,,
80865,41865,mea,1,,length,22.5,,
80866,41866,mea,1,,width,26.9,,
80867,41866,mea,1,,length,14,,
80868,41867,mea,1,,width,23,,
80869,41867,mea,1,,length,10.5,,
80870,41868,mea,1,,width,20.8,,
80871,41868,mea,1,,length,18.3,,
80872,41869,mea,1,,length,6,,
80873,41870,mea,1,,length,17,,
80874,41871,mea,1,,length,13,,
80875,41872,mea,1,,length,6.5,,
80876,41873,mea,1,,length,8,,
80877,41874,mea,1,,length,14,,
80878,41875,mea,1,,length,4.5,,
80879,41876,mea,1,,length,3.5,,
80880,41877,mea,1,,length,10,,
80881,41878,mea,1,,length,4.4,,
80882,41879,mea,1,,width,0.75,,
80883,41880,mea,1,,length,3,,
80884,41881,mea,1,,width,9.6,,
80885,41882,mea,1,,length,8,,
80886,41883,mea,1,,length,3.5,,
80887,41884,mea,1,,length,1.9,,
80888,41885,mea,1,,length,3,,
80889,41886,mea,1,,length,4,,
80890,41887,mea,1,,length,6.6,,
80891,41888,mea,1,,length,4,,
80892,41889,mea,1,,length,3.3,,
80893,41890,mea,1,,length,9,,
80894,41891,mea,1,,length,5.8,,
80895,41892,mea,1,,length,2.3,,
80896,41893,mea,1,,length,2.6,,
80897,41894,mea,1,,length,2,,
80898,41895,mea,1,,length,2.4,,
80899,41896,mea,1,,length,5.3,,
80900,41897,mea,1,,length,5.4,,
80901,41898,mea,1,,length,2.4,,
80902,41899,mea,1,,length,2.1,,
80903,41900,mea,1,,length,2.4,,
80904,41901,mea,1,,length,2.7,,
80905,41902,mea,1,,length,6,,
80906,41903,mea,1,,length,17.4,,
80907,41904,mea,1,,length,14.3,,
80908,41905,mea,1,,length,5.7,,
80909,41906,mea,1,,length,7,,
80910,41907,mea,1,,length,47.5,,
80911,41908,mea,1,,length,53,,
80912,41909,mea,1,,length,53.5,,
80913,41910,mea,1,,length,57,,
80914,41911,mea,1,,length,51,,
80915,41912,mea,1,,length,55,,
80916,41913,mea,1,,length,50,,
80917,41914,mea,1,,length,42,,
80918,41915,mea,1,,length,12.5,,
80919,41916,mea,1,,length,12.3,,
80920,41917,mea,1,,length,5.2,,
80921,41918,mea,1,,length,14.5,,
80922,41919,mea,1,,width,11.5,,
80923,41919,mea,1,,length,20,,
80924,41920,mea,1,,length,4.9,,
80925,41921,mea,1,,width,3.2,,
80926,41921,mea,1,,length,7,,
80927,41922,mea,1,,length,4.7,,
80928,41923,mea,1,,width,4,,
80929,41923,mea,1,,length,6.4,,
80930,41924,mea,1,,length,5.1,,
80931,41925,mea,1,,width,4.2,,
80932,41925,mea,1,,length,7,,
80933,41926,mea,1,,length,5.8,,
80934,41927,mea,1,,length,1.8,,
80935,41928,mea,1,,length,1.2,,
80936,41929,mea,1,,length,9,,
80937,41930,mea,1,,length,1.8,,
80938,41931,mea,1,,length,2,,
80939,41932,mea,1,,length,10,,
80940,41933,mea,1,,width,5.8,,
80941,41933,mea,1,,length,17.8,,
80942,41934,mea,1,,length,11.5,,
80943,41935,mea,1,,length,8,,
80944,41936,mea,1,,length,7,,
80945,41937,mea,1,,length,8.5,,
80946,41938,mea,1,,length,9.9,,
80947,41939,mea,1,,length,10.1,,
80948,41940,mea,1,,length,8.7,,
80949,41941,mea,1,,length,7.6,,
80950,41942,mea,1,,length,8.3,,
80951,41943,mea,1,,length,10,,
80952,41944,mea,1,,length,7.2,,
80953,41945,mea,1,,width,8.6,,
80954,41945,mea,1,,length,25,,
80955,41946,mea,1,,length,18.9,,
80956,41947,mea,1,,length,17.7,,
80957,41948,mea,1,,length,19.9,,
80958,41949,mea,1,,length,12.7,,
80959,41950,mea,1,,length,15.8,,
80960,41951,mea,1,,length,10.7,,
80961,41952,mea,1,,length,13.1,,
80962,41953,mea,1,,length,11,,
80963,41954,mea,1,,length,9.5,,
80964,41955,mea,1,,length,11,,
80965,41956,mea,1,,width,4.5,,
80966,41956,mea,1,,length,10.5,,
80967,41957,mea,1,,width,3.8,,
80968,41957,mea,1,,length,7,,
80969,41958,mea,1,,length,6.3,,
80970,41959,mea,1,,length,6.6,,
80971,41960,mea,1,,length,6.2,,
80972,41961,mea,1,,length,20.9,,
80973,41962,mea,1,,length,17,,
80974,41963,mea,1,,length,15,,
80975,41964,mea,1,,width,4.8,,
80976,41964,mea,1,,length,8.8,,
80977,41965,mea,1,,length,5,,
80978,41966,mea,1,,length,3,,
80979,41967,mea,1,,length,4.6,,
80980,41968,mea,1,,length,8,,
80981,41969,mea,1,,length,13,,
80982,41970,mea,1,,length,11,,
80983,41971,mea,1,,length,6,,
80984,41972,mea,1,,length,2.5,,
80987,41974,mea,1,,width,9.7,,
80988,41974,mea,1,,length,30,,
80989,41975,mea,1,,width,18,,
80990,41975,mea,1,,length,45,,
80991,41976,mea,1,,width,29,,
80992,41976,mea,1,,length,150,,
80993,41977,mea,1,,width,34,,
80994,41977,mea,1,,length,145,,
80995,41978,mea,1,,width,15,,
80996,41978,mea,1,,length,64,,
80997,41979,mea,1,,width,15,,
80998,41979,mea,1,,length,80,,
80999,41980,mea,1,,width,7,,
81000,41980,mea,1,,length,30,,
81001,41981,mea,1,,width,7.5,,
81002,41981,mea,1,,length,30,,
81053,42001,mea,1,,length,63,,
81328,42101,mea,1,,length,50,,
81331,42103,mea,1,,width,1,,
81332,42103,mea,1,,length,3.2,,
81340,42110,mea,1,,width,14,,
81341,42110,mea,1,,length,40,,
81342,42111,mea,1,,length,37,,
81344,42112,mea,1,,width,21,,
81345,42112,mea,1,,length,45,,
81346,42113,mea,1,,width,8,,
81347,42113,mea,1,,length,26,,
81348,42114,mea,1,,length,19,,
81350,42115,mea,1,,width,2.2,,
81351,42115,mea,1,,length,5,,
81352,42116,mea,1,,width,7.5,,
81353,42116,mea,1,,length,23,,
81354,42117,mea,1,,width,3,,
81355,42117,mea,1,,length,5.8,,
81356,42118,mea,1,,width,2.6,,
81357,42118,mea,1,,length,9,,
81358,42119,mea,1,,length,11,,
81359,42120,mea,1,,length,10,,
81361,42121,mea,1,,length,8,,
81362,42122,mea,1,,width,4,,
81363,42122,mea,1,,length,11,,
81364,42123,mea,1,,length,10,,
81365,42124,mea,1,,length,15,,
81366,42125,mea,1,,width,3.4,,
81367,42125,mea,1,,length,5,,
81368,42126,mea,1,,width,2,,
81369,42126,mea,1,,length,4.3,,
81370,42127,mea,1,,width,2.2,,
81371,42127,mea,1,,length,8,,
81376,42131,mea,1,,length,12,,
81377,42132,mea,1,,length,16,,
81378,42133,mea,1,,length,19,,
81379,42134,mea,1,,length,26,,
81381,42135,mea,1,,length,3.2,,
81382,42136,mea,1,,length,52,,
81383,42137,mea,1,,length,51,,
81384,42138,mea,1,,width,11,,
81385,42138,mea,1,,length,49,,
81386,42139,mea,1,,length,45,,
81387,42140,mea,1,,width,6.4,,
81388,42140,mea,1,,length,46,,
81391,42142,mea,1,,width,17,,
81392,42142,mea,1,,length,63,,
81393,42143,mea,1,,width,23.5,,
81394,42143,mea,1,,length,85,,
81395,42144,mea,1,,length,51,,
81396,42145,mea,1,,length,65,,
81397,42146,mea,1,,length,52,,
81398,42147,mea,1,,length,88,,
81399,42148,mea,1,,width,26,,
81400,42148,mea,1,,length,115,,
81401,42149,mea,1,,length,95,,
81402,42150,mea,1,,length,79,,
81403,42151,mea,1,,width,28,,
81404,42151,mea,1,,length,99,,
81405,42152,mea,1,,length,79,,
81678,42280,mea,1,,width,19.8,,
81679,42280,mea,1,,length,13.4,,
81680,42281,mea,1,,width,20.6,,
81681,42281,mea,1,,length,13.2,,
81682,42282,mea,1,,width,13.2,,
81683,42282,mea,1,,length,9.8,,
81684,42283,mea,1,,width,14.2,,
81685,42283,mea,1,,length,10.6,,
81686,42284,mea,1,,width,11.5,,
81687,42284,mea,1,,length,8.2,,
81688,42285,mea,1,,width,21.3,,
81689,42285,mea,1,,length,18.4,,
81690,42286,mea,1,,width,23.6,,
81691,42286,mea,1,,length,21.5,,
81692,42287,mea,1,,width,33,,
81693,42287,mea,1,,length,26.8,,
81694,42288,mea,1,,width,28.6,,
81695,42288,mea,1,,length,25.7,,
81696,42289,mea,1,,width,37.2,,
81697,42289,mea,1,,length,27.4,,
81698,42290,mea,1,,width,77.6,,
81699,42290,mea,1,,length,46.4,,
81700,42291,mea,1,,width,79,,
81701,42291,mea,1,,length,28,,
81702,42292,mea,1,,width,39.1,,
81703,42292,mea,1,,length,20,,
81947,42374,mea,1,,width,99.6,,
81948,42374,mea,1,,length,19.5,,
81949,42375,mea,1,,width,70.4,,
81950,42375,mea,1,,length,26.3,,
81951,42376,mea,1,,width,62,,
81952,42376,mea,1,,length,23.2,,
81953,42377,mea,1,,width,78.4,,
81954,42377,mea,1,,length,25.1,,
82039,42406,mea,1,,width,58.6,,
82040,42406,mea,1,,length,42.1,,
82041,42407,mea,1,,width,65,,
82042,42407,mea,1,,length,43.1,,
82151,42444,mea,1,,width,51,,
82152,42444,mea,1,,length,36.8,,
82153,42445,mea,1,,width,52.8,,
82154,42445,mea,1,,length,29.6,,
82155,42446,mea,1,,width,49,,
82156,42446,mea,1,,length,28.7,,
82157,42447,mea,1,,width,45.6,,
82158,42447,mea,1,,length,24.3,,
82159,42448,mea,1,,width,47.2,,
82160,42448,mea,1,,length,19.2,,
82241,42476,mea,1,,width,22.7,,
82242,42476,mea,1,,length,15.9,,
82243,42476,mea,1,,height,8.5,,
82283,42490,mea,1,,width,95.8,,
82284,42490,mea,1,,length,27.3,,
82285,42491,mea,1,,width,44,,
82286,42491,mea,1,,length,23.7,,
82287,42492,mea,1,,width,44.6,,
82288,42492,mea,1,,length,17.1,,
82289,42493,mea,1,,width,44.8,,
82290,42493,mea,1,,length,25.5,,
82360,42517,mea,1,,width,84.2,,
82361,42517,mea,1,,length,15.2,,
82362,42518,mea,1,,width,81.2,,
82363,42518,mea,1,,length,26.6,,
82364,42519,mea,1,,width,66,,
82365,42519,mea,1,,length,18,,
82462,42552,mea,1,,width,77.2,,
82463,42552,mea,1,,length,24.2,,
82464,42553,mea,1,,width,64.2,,
82465,42553,mea,1,,length,29.6,,
82466,42554,mea,1,,width,53.4,,
82467,42554,mea,1,,length,17.8,,
82468,42555,mea,1,,width,46.8,,
82469,42555,mea,1,,length,22.9,,
82527,42575,mea,1,,width,53.4,,
82528,42575,mea,1,,length,29.8,,
82529,42576,mea,1,,width,54.2,,
82530,42576,mea,1,,length,17.9,,
82648,42616,mea,1,,width,72.8,,
82649,42616,mea,1,,length,39,,
82737,42646,mea,1,,width,41.2,,
82738,42646,mea,1,,length,25.9,,
82739,42647,mea,1,,width,39.2,,
82740,42647,mea,1,,length,25.7,,
82741,42648,mea,1,,width,47.4,,
82742,42648,mea,1,,length,27.5,,
82743,42649,mea,1,,width,41.2,,
82744,42649,mea,1,,length,21,,
83007,42738,mea,1,,width,12.5,,
83008,42738,mea,1,,length,31.89,,
83009,42739,mea,1,,width,10.6,,
